tag,count,company,possible parent
201608,48,,
include,48,,
west midlands,48,,
itdm,48,,
baby and toddler,48,,
oppose,48,,
traveler types,48,,
channel companies,48,,
bodystyle,48,,
captacion,48,,
id roy morgan,48,,
furnishing,48,,
deliveryapp,48,,
consumer services industry,48,,
mothersday,48,,
xaxis chi,48,,
chains past month,48,,
customvisa,48,,
4fd,48,,
activities & events,48,,
exelate germany,48,,
culture et loisirs,48,,
device and telco services,48,,
securities foundational,48,,
music services,48,,
retailers & online retailers with online shopping carts,48,,
clothing brands bought,48,,
targets,48,,
perfumeria,48,,
panificadora,48,,
fuente de sodas,48,,
birthday week,48,,
187500,48,,
mediaset,48,,
travel agencies,47,,
textiles,47,,
ketchup,47,,
red lobster,47,,
reebok,47,,
o,47,,
500 employees,47,,
100 employees,47,,
teens,47,,
wrestling,47,,
concerts,47,,
older,47,,
young mothers,47,,
weight watchers,47,,
supplies,47,,
5%,47,,
invest,47,,
russia,47,,
frequent diners,47,,
graphic design,47,,
norwegian,47,,
athletic recreation,47,,
production & manufacturing,47,,
sports fan,47,,
genesis,47,,
coo,47,,
chicago,47,,
gnc,47,,
home position,47,,
1999,47,,
dlx tv,47,,
net assets score,47,,
median home value,47,,
"$100k income, age",47,,
seasonal events,47,,
home goods,47,,
gym,47,,
b2b company type,47,,
climate,47,,
individual occupations,47,,
refrigerated juice drinks category,47,,
v4,47,,
card holders,47,,
granular,47,,
media source solutions,47,,
tier,47,,
home improvement shoppers,47,,
fca,47,,
startapp au,47,,
cars & automotive,47,,
lifestage and lifestyle,47,,
level spender,47,,
twenty ci,47,,
charities and causes,47,,
new american jobs,47,,
lr.csv,47,,
credit & financial,47,,
azteca uno,47,,
mouth,47,,
premium interest,46,,
operations and manufacturing,46,,
51,46,,
ralph lauren,46,,
hair products,46,,
hallmark,46,,
own,46,,
social media users,46,,
level executives,46,,
proctor & gamble,46,,
christmas shoppers,46,,
broadband,46,,
lunch,46,,
catholic,46,,
tech & computing,46,,
music enthusiasts,46,,
dads,46,,
roku,46,,
dinner,46,,
thriller & horror,46,,
advance auto parts,46,,
whole foods,46,,
time warner,46,,
burberry,46,,
improvement,46,,
way of life,46,,
bed bath & beyond,46,,
dollar tree,46,,
men's shoes,46,,
general merchandise,46,,
rolls royce,46,,
size suv,46,,
health and diet,46,,
",999",46,,
per,46,,
web analytics,46,,
sports & fitness,46,,
q3,46,,
saint,46,,
family dollar,46,,
enterprise content,46,,
facial care,46,,
size pickup trucks,46,,
bt,46,,
economy & finance,46,,
dillards,46,,
visit,46,,
event seekers,46,,
motorcycle owners,46,,
sa,46,,
movie titles,46,,
baking supplies category,46,,
toilette hygiene &amp, papier,46,
market auto buyer,46,,
present,46,,
11th congressional district,46,,
buyers ~ make,46,,
midwest,46,,
credit rating,46,,
bbva,46,,
females 25,46,,
swing,46,,
baking mixes category,46,,
bath and body,46,,
b2b technology budget,46,,
pj,46,,
amusement park,46,,
negocios,46,,
global_hr_brokers_,46,,
pedialyte,46,,
restaurant food and beverage diners,46,,
zipscene,46,,
auto brand,46,,
startapp jp,46,,
insurance industry,46,,
score,46,,
"likely political, public or civic activities",46,,
it industry,46,,
pets & animal,46,,
havas chi,46,,
harvard business school,46,,
agglomeration,46,,
credit and financial,46,,
rtecerealcategory,46,,
omg latam,46,,
directv go mexico,46,,
age by income,46,,
us demographics,46,,
engagement labs dstillery,46,,
virtualization,45,,
compact,45,,
52,45,,
olay,45,,
nivea,45,,
nabisco,45,,
advil,45,,
ren,45,,
sports networks,45,,
wwe,45,,
liquid,45,,
carbonated,45,,
investor,45,,
dvds,45,,
bargain shoppers,45,,
dieters,45,,
arcade,45,,
puzzle,45,,
roofing,45,,
weddings,45,,
graduate school,45,,
diabetes,45,,
groupm,45,,
office supply stores,45,,
time,45,,
burlington coat factory,45,,
environmental,45,,
classical,45,,
liberty,45,,
companies by employee size,45,,
production,45,,
transportation equipment,45,,
warehouse,45,,
"$175,000",45,,
sports car,45,,
soccer/futbol,45,,
active outdoors,45,,
antiques,45,,
electronics & computers,45,,
title category,45,,
dealers,45,,
mobile gaming apps,45,,
hobby,45,,
cruise lines,45,,
p1,45,,
genres & categories,45,,
visual art & design,45,,
dance,45,,
tv provider,45,,
tv tentpoles,45,,
dco,45,,
nielsen movie,45,,
cs,45,,
bucket,45,,
adzone,45,,
best,45,,
ready to buy,45,,
"meat, seafood & poultry",45,,
heavy shoppers,45,,
multi portion,45,,
wet,45,,
business and industry,45,,
accessoires,45,,
pyco personality,45,,
confidence level 2,45,,
video gaming influencers,45,,
flat panel tvs,45,,
2nd party connect,45,,
media metrix rank,45,,
video metrix rank,45,,
computers and laptops peripherals,45,,
ensure,45,,
insurance shopping indicators,45,,
laundry detergent category,45,,
books and literature,45,,
professional & business,45,,
in market/event tickets,45,,
adfire health,45,,
weve insights uk,45,,
party_,45,,
food and related items,45,,
"sporting goods, hobbies and recreation",45,,
_ru,45,,
biomat,45,,
power elite,45,,
visual art and design,45,,
le,45,,
social issues and advocacy,45,,
homegoodsshoppers,45,,
emetriq age,45,,
professional interest,45,,
switching to,45,,
likely attitude or behavior,45,,
acxiomaosctadhoca,45,,
items/services,45,,
hp smartphone,45,,
quotient technology,45,,
1298735,45,,
syndicated,45,,
jeux,45,,
social distancing,45,,
original mortgage amount,45,,
five year age band by monthly income range,45,,
black friday 2020 audiences,45,,
black friday 2020,45,,
metals and mining,44,,
53,44,,
57,44,,
tostitos,44,,
facial tissue,44,,
horse racing,44,,
citibank,44,,
directors,44,,
spanish speaking,44,,
5000+,44,,
sandwiches,44,,
leisure travelers,44,,
millennial females,44,,
average income,44,,
trivia,44,,
adobe,44,,
grocery shopping,44,,
datsun,44,,
wbal,44,,
63,44,,
luggage,44,,
kids & family,44,,
coupons,44,,
hungarian,44,,
high net worth,44,,
printing,44,,
science & engineering,44,,
marshalls,44,,
college teams,44,,
forever 21,44,,
cmo,44,,
lifestyle/interest,44,,
response performance,44,,
91,44,,
accountant,44,,
o2,44,,
tundra,44,,
less than 1 year,44,,
credit purchase,44,,
electronics/gadgets,44,,
travel/luggage,44,,
$20,44,,
salsa,44,,
international travel,44,,
chiropractor,44,,
bizo,44,,
theater,44,,
a+,44,,
cheyenne,44,,
stocks and bonds,44,,
metropcs,44,,
political xchg,44,,
platforms and consoles,44,,
special occasions,44,,
guess,44,,
lodging type,44,,
iab tier 1,44,,
customerconnect360 propensity model,44,,
star,44,,
click,44,,
graffigna,44,,
lp,44,,
schools,44,,
household type,44,,
childrens,44,,
family and parenting,44,,
mri powered by dlx,44,,
electronics and gadgets,44,,
music genre,44,,
make2,44,,
make3,44,,
year of birth,44,,
month of birth,44,,
demographics and lifestyle,44,,
carriers,44,,
apparel / clothing,44,,
baked bread category,44,,
top 20%,44,,
philips hue,44,,
peirce,44,,
park,44,,
generali,44,,
gym and fitness centers,44,,
ages,44,,
mortgage financial personality,44,,
rev,44,,
systems,44,,
leisure and vacation travelers,44,,
nl gfk,44,,
femmes,44,,
nearmarket,44,,
hobbies and interest,44,,
bigboxshoppers,44,,
sse,44,,
in market signal,44,,
201903_odc,44,,
"gaming consoles, video games and accessories",44,,
application channel,44,,
canned & dry grocery,44,,
travel and hospitality industry,44,,
travel theme,44,,
look alike,44,,
work industry government,44,,
work industry resource extraction,44,,
uk weather conditions,44,,
first horizon bank,44,,
unitedstates,44,,
unitedkingdom,44,,
kz,44,,
au the new daily,44,,
all listeners,44,,
languages description,44,,
creative recallers,44,,
anz affinity answers,44,,
cameo 2015,44,,
geotype,44,,
schober b2b mobile data germany,44,,
1st and 2nd management level,44,,
heavy construction,43,,
58,43,,
54,43,,
55,43,,
l'oreal,43,,
edge,43,,
box,43,,
nokia,43,,
liquor,43,,
paper towels,43,,
benefits,43,,
snowboarding,43,,
college sports,43,,
singapore automobile brands,43,,
canada automobile brands,43,,
france automobile brands,43,,
germany automobile brands,43,,
italy automobile brands,43,,
spain automobile brands,43,,
united kingdom automobile brands,43,,
news & current events,43,,
mutual funds,43,,
millennial males,43,,
board,43,,
sargento,43,,
industrial,43,,
gucci,43,,
publications,43,,
burgers,43,,
card type,43,,
harley davidson,43,,
east,43,,
allergies,43,,
public relations,43,,
croatian,43,,
czech,43,,
geico,43,,
sea,43,,
electrolux,43,,
verizon wireless,43,,
hospitals,43,,
univision,43,,
financial advisors,43,,
last 6 months,43,,
affluent,43,,
"$350,000",43,,
emerging consumers,43,,
rent,43,,
2500,43,,
cosmetics/perfume,43,,
9 months,43,,
2nd district,43,,
smuckers,43,,
mothers,43,,
geek culture,43,,
vcr,43,,
paint,43,,
columbia,43,,
sports equipment and outdoor gear,43,,
saturday stay,43,,
science and humanities,43,,
allergan,43,,
apple store,43,,
cvs pharmacy,43,,
sports and recreational activities,43,,
classical music,43,,
advance booking,43,,
well,43,,
household lifestyle,43,,
fortis.edu_,43,,
voyage,43,,
account,43,,
holiday & seasonal shoppers,43,,
dlx auto powered by polk used,43,,
hello fresh,43,,
meat products,43,,
congressional district 2,43,,
election issues,43,,
produits a base de viande,43,,
european union,43,,
electronics retailers,43,,
retail banks,43,,
red carpet,43,,
credit behavior,43,,
food & drugstore,43,,
local,43,,
australia automobile brands,43,,
201803,43,,
20180419,43,,
rm master acct sfdc industry,43,,
recently married,43,,
a&h,43,,
atividade profissional,43,,
insurance financial personality,43,,
hd_estilo,43,,
lifestyle indicators,43,,
500 getting by,43,,
townsquare ignite,43,,
gender & age,43,,
career and education,43,,
exelate hk b2b,43,,
likely prepared lunch/dinner/sandwich brand,43,,
likely diet choice,43,,
3rd party demo,43,,
lrc_dds_apn_dm,43,,
5000 and above,43,,
wealth micro,43,,
acxiom us charities and causes,43,,
h&a,43,,
mosaic new,43,,
orbits,43,,
household demos,43,,
shopping & buying,43,,
enlatados/conservas,43,,
aderezos. condimentos y especies,43,,
sporting goods store,43,,
crops,42,,
finance & money,42,,
56,42,,
59,42,,
sugar substitutes,42,,
snickers,42,,
folgers,42,,
cat litter,42,,
cracker barrel,42,,
puma,42,,
holiday inn,42,,
loan,42,,
use,42,,
comedy central,42,,
fresh produce,42,,
high data users,42,,
central,42,,
wagon,42,,
painting,42,,
local news,42,,
bodybuilding,42,,
egypt,42,,
waste management,42,,
us hispanic,42,,
malay,42,,
swedish,42,,
female 25,42,,
paypal,42,,
pandora,42,,
home maintenance,42,,
fabric softener,42,,
apps,42,,
hugo boss,42,,
rei,42,,
sonoma,42,,
companies by location,42,,
cto,42,,
dbs,42,,
santa fe,42,,
sienna,42,,
children merchandise,42,,
sanitary napkins/tampons,42,,
toilet tissue,42,,
spices/seasonings,42,,
working years,42,,
gadgets,42,,
equestrian,42,,
wearable tech,42,,
meat and seafood,42,,
zara,42,,
network computing,42,,
little caesars,42,,
arbys,42,,
biological sciences,42,,
photo editing,42,,
transportation and storage,42,,
mopub,42,,
genero,42,,
economy and finance,42,,
net,42,,
business & professional services,42,,
car parts,42,,
"canned, jarred & packaged",42,,
opponents,42,,
cereal buyers,42,,
chevy car,42,,
cooking and recipes,42,,
business finance,42,,
chips,42,,
mobiquity,42,,
us states,42,,
asl marketing,42,,
"health, beauty and personal care",42,,
business interest,42,,
12th congressional district,42,,
exelate masked t,42,,
future,42,,
22stra,42,,
phunware,42,,
political affiliation by party,42,,
energy and raw materials,42,,
number of printers,42,,
novelty category,42,,
group e,42,,
aka,42,,
phelps,42,,
trump,42,,
male 25,42,,
gov,42,,
by vehicle type,42,,
millward brown,42,,
finance & investment,42,,
→,42,,
elcomercio,42,,
energy and utilities,42,,
car categories,42,,
startapp br,42,,
newphoneshoppers,42,,
deterministic,42,,
full service,42,,
grocery retailers,42,,
likely juice/non,42,,
likely reason to buy cell phone,42,,
likely water brand,42,,
travel and holidays,42,,
au yougov,42,,
202001,42,,
advocacy groups and ngos,42,,
and/or,42,,
teams iworker,42,,
beerandmaltbasedbeveragescategory,42,,
itdms + it pros,42,,
18626,42,,
nj advance media,42,,
home consumption,42,,
ots,42,,
id affinity answers,42,,
pokerstars,42,,
erp,41,,
clinique,41,,
sara lee,41,,
quaker,41,,
arm & hammer,41,,
shaving cream,41,,
site,41,,
1980,41,,
syfy,41,,
lifetime,41,,
below average,41,,
southwest airlines,41,,
general motors,41,,
fortune 500 companies,41,,
nuts,41,,
finance & accounting,41,,
database,41,,
dairy & eggs,41,,
commercial vehicles,41,,
most likely,41,,
fair,41,,
headphones,41,,
bosch,41,,
provence,41,,
marriage,41,,
adventure travel,41,,
poland,41,,
danish,41,,
nature & outdoors,41,,
platform,41,,
professional sports,41,,
dentists,41,,
managers,41,,
branch,41,,
out,41,,
wrangler,41,,
auto parts & repair,41,,
gopro,41,,
the north face,41,,
chief financial officer,41,,
boston,41,,
vp,41,,
escape,41,,
explorer,41,,
tucson,41,,
harley,41,,
coupes,41,,
low price home decor,41,,
price gifts,41,,
women's high end apparel,41,,
price apparel,41,,
fashion & style attitudes,41,,
credit card type,41,,
estimated current home value,41,,
frozen breakfast food,41,,
bayer,41,,
country music,41,,
spectator sports,41,,
business expense,41,,
minivans,41,,
ford car,41,,
papa johns,41,,
mobiles,41,,
console,41,,
tv audiences,41,,
forevermark,41,,
solutions,41,,
online media,41,,
mondelez international,41,,
personal influence,41,,
furniture and accessories,41,,
fast food & casual dining,41,,
brain,41,,
portion individuelle,41,,
primary spoken language,41,,
pch & webbula,41,,
shopper intent & automobile ownership,41,,
home value range,41,,
top 10,41,,
males 25,41,,
purchase affinity,41,,
photo and video,41,,
number of servers,41,,
odca,41,,
targeting_appnexus,41,,
plant,41,,
females 18,41,,
viajes,41,,
outlet,41,,
tv shows and programs,41,,
purchase category,41,,
10 shopping,41,,
us kantar media tgi currency,41,,
financing and consortium,41,,
creditvision spend activity,41,,
likely major appliance brand,41,,
segmentations,41,,
decision making styles,41,,
wavemaker,41,,
center store snacks,41,,
vehiculos,41,,
annual revenue / turnover,41,,
likely juice / non,41,,
likely prepared lunch / dinner / sandwich brand,41,,
competitive conquesting algo,41,,
tal,41,,
age hardfacts,41,,
higiene familiar,41,,
seasonal shopper,41,,
illuma smart category,41,,
chemical,40,,
60,40,,
exxon,40,,
revlon,40,,
nail polish,40,,
brand hh use most,40,,
oscar mayer,40,,
jeans,40,,
shooter,40,,
best western,40,,
rogue,40,,
ups,40,,
contributions,40,,
vh1,40,,
resource extraction,40,,
b2b seniority,40,,
music festivals,40,,
pampers,40,,
retirement planning,40,,
spirits/liquor,40,,
hair conditioner,40,,
poultry,40,,
bank card,40,,
fans,40,,
coupon users,40,,
york,40,,
romanian,40,,
spotify,40,,
meta,40,,
crime,40,,
whirlpool,40,,
oxiclean,40,,
fifa,40,,
location type,40,,
tj maxx,40,,
labor day,40,,
lego,40,,
black,40,,
talk show,40,,
taurus,40,,
"$1,000,000+",40,,
age 55,40,,
political donors,40,,
67,40,,
michael kors,40,,
"$174,999",40,,
dlx auto powered by polk,40,,
east of england,40,,
number of total purchases,40,,
washington dc,40,,
vacation travel attitudes,40,,
voter indicator,40,,
100k,40,,
earth sciences,40,,
women's fashion,40,,
small suv,40,,
virtual,40,,
server,40,,
language networks,40,,
affluent families,40,,
denver,40,,
business traveler,40,,
otc medicine,40,,
household appliances & electronics,40,,
profile,40,,
more,40,,
clothing & apparel,40,,
midsize car,40,,
w,40,,
page,40,,
information & communication,40,,
usage,40,,
personal values,40,,
lifestyle and lifestage,40,,
iot,40,,
business operations,40,,
chemicals industry,40,,
resident state,40,,
"healthcare b2b interest, purchases, usage & needs",40,,
race,40,,
confidence level 1,40,,
pa/apn,40,,
home improvement and hardware,40,,
bath tissue category,40,,
3rd quartile,40,,
cosmetics category,40,,
household cleaning category,40,,
kraft brands,40,,
pasta sauce category,40,,
dish detergent category,40,,
underarm deodorant category,40,,
fruit category,40,,
home & household goods,40,,
access,40,,
az sociodemographics,40,,
group f,40,,
males 18,40,,
service_hcm,40,,
finanzas,40,,
tgt,40,,
investments financial personality,40,,
nfl stadiums,40,,
netwise data,40,,
davidyurman,40,,
outsegment,40,,
home size,40,,
likely purchase,40,,
emetriq sports,40,,
complete audience,40,,
hospitality and hotels,40,,
generali 1p,40,,
income 360,40,,
tv networks and channels,40,,
tv genres,40,,
likely complexion care brand,40,,
demographics & lifestage,40,,
shopper propensities,40,,
engagement channels,40,,
social sciences and humanities,40,,
engineering industry,40,,
agriculture industry,40,,
mining industry,40,,
directv hh demographic,40,,
tranche effectifs,40,,
cadreon,40,,
ucc loan recipients,40,,
grocery stores & supermarkets,40,,
winter seasonal,40,,
allemployees_oct,40,,
energy utilities and waste,40,,
scaled,40,,
center store baking,40,,
decision makers by industry,40,,
online interests,40,,
yougov,40,,
full care team,40,,
bl os,40,,
make / model,40,,
b2b intent,40,,
warehousing,39,,
5000,39,,
hobbies and collecting,39,,
61,39,,
62,39,,
63,39,,
blush,39,,
estee lauder,39,,
aveeno,39,,
yoplait,39,,
pringles,39,,
axe,39,,
none,39,,
business audiences,39,,
eating places,39,,
1945,39,,
divorced,39,,
fifa world cup,39,,
breakfast foods,39,,
bacon,39,,
marinades/sauces,39,,
goodyear,39,,
depot,39,,
interior decorating,39,,
scuba diving,39,,
deal seekers,39,,
football fans,39,,
high school diploma,39,,
wedding planning,39,,
maytag,39,,
less than 2 years,39,,
midsize suv,39,,
92,39,,
online buyer,39,,
kohl's,39,,
social influencers,39,,
